00483466-v	0.4
07083246-n	0.8
09935793-n	-0.8
00182406-v	0.34
02263717-n	0.0
14196823-n	0.0
01083350-n	0.0
10291822-n	0.4
00239064-r	0.0
01126564-n	0.0
00730758-v	0.057
01889819-a	-0.4
01899593-n	0.0
10772289-n	0.0
14478143-n	0.4
02834778-n	0.0
10482220-n	0.0
01127782-a	-0.8
13815742-n	0.0
08246613-n	0.0
01909422-n	0.0
10479561-n	-0.8
14466846-n	0.0
04981941-n	0.0
02164464-n	0.0
09550443-n	0.0
00145571-r	0.4
09630641-n	-0.72
09955015-n	-0.8
13698445-n	0.0
04870206-n	0.4
01722389-n	0.0
13724582-n	0.0
01586752-a	0.34
01628885-n	0.0
02499568-n	0.0
07383696-n	-0.64
01610100-n	0.0
09967555-n	0.0
07985384-n	0.0
10119775-n	0.0
15256417-n	0.0
00828661-a	0.4
01849288-a	-0.4
14041256-n	0.0
01488539-n	0.0
13776137-n	0.0
08599292-n	0.0
00569898-n	0.0
01275562-a	0.366
02129604-n	0.0
00219325-r	0.64
04866365-n	0.0
06010930-n	0.0
02207206-v	0.0
00887544-n	0.0
00115193-a	-0.64
02426890-a	-0.8
13811900-n	0.4
01041498-n	0.0
05567381-n	0.0
13097338-n	0.0
00059086-r	0.0
01164250-a	-0.4
07168623-n	0.0
02227247-n	0.0
07145958-n	0.0
07772274-n	0.0
02096437-n	0.0
01725933-n	0.0
00632949-a	-0.52
00362276-r	0.4
00049879-a	0.0
01940736-n	0.0
10368113-n	0.0
00852506-v	0.4
01809977-n	0.0
05982152-n	0.113
00129908-r	0.0
00825331-n	0.0
00596511-a	0.0
00180279-r	0.4
00266806-n	0.16
01995803-n	0.0
02603540-n	0.0
09721883-n	0.0
14415163-n	-0.8
00325975-n	0.0
01595697-v	0.0
14421139-n	0.0
01989053-v	-0.34
00755447-v	0.0
01976084-a	0.0
01363153-a	-0.875
10773126-n	-0.4
13323648-n	0.0
02747672-n	0.0
00368481-r	0.0
02667379-n	0.0
08102555-n	0.0
00403911-r	0.0
02130308-n	0.0
00412788-a	-0.8
00179442-r	0.0
09818343-n	0.0
09308242-n	0.0
00431004-a	-0.34
02021438-n	0.0
00955148-v	0.0
01041968-n	0.0
02114100-n	0.0
02249515-n	0.0
00273082-a	0.0
13657080-n	0.0
02652372-a	0.0
08560027-n	0.0
00265166-r	0.0
01171644-n	0.0
13928191-n	-0.8
01734436-a	0.4
07355491-n	-0.709
06812417-n	0.0
13624026-n	0.0
01184261-a	0.0
14562960-n	-0.452
02471072-n	0.0
00589691-n	0.0
09846755-n	0.0
04988861-n	0.0
14380140-n	0.0
02144436-a	0.0
05600637-n	0.0
00413861-a	0.0
01034153-a	0.0
03879582-n	0.0
00270186-n	0.4
